lat,lon,expiry_days_left,distance_mm,time_to_migrate_s,sample_volume_uL,sample_pH,sample_turbidity_NTU,sample_temp_C,ambient_T_C,ambient_RH_pct,lighting_lux,tilt_deg,preincubation_time_s,time_since_sampling_min,image_blur_score,tempo_transporte_horas,estimated_concentration_ppb,incerteza_estimativa_ppb,control_line_ok,controle_interno_result,result_class
0.0,0.0,324,20.66,527.4,70.2,6.49,6.7,17.1,28.7,63.5,426.6,3.0,35.5,178.3,0.0,15.79,21.4,2.76,1,2,positive
0.0,0.0,462,21.52,319.3,60.9,6.6,7.5,26.3,14.2,60.4,437.1,7.8,20.3,142.8,0.0,15.3,25.28,4.18,1,2,positive
0.0,0.0,200,15.85,652.1,66.3,6.96,1.0,21.8,27.7,79.1,283.1,3.9,40.6,18.8,0.0,3.72,15.28,1.12,1,2,negative
0.0,0.0,393,28.64,330.8,54.2,6.86,20.2,20.4,19.5,35.1,318.3,1.1,31.2,123.9,0.0,11.06,37.08,6.58,1,2,positive
0.0,0.0,349,20.07,661.0,64.5,7.42,40.0,19.5,24.0,64.2,337.0,0.5,28.0,4.4,0.0,3.29,21.69,3.32,1,2,positive
0.0,0.0,45,18.14,478.9,72.3,6.6,8.8,25.2,23.3,50.9,241.4,1.8,42.9,80.8,0.0,4.77,22.85,4.42,1,2,negative
0.0,0.0,383,30.0,343.5,50.6,6.73,13.8,20.7,26.1,47.4,290.2,0.3,28.9,148.6,0.338,2.15,36.3,1.89,1,2,positive
0.0,0.0,420,18.9,159.8,64.7,8.25,8.3,20.6,26.6,48.4,403.0,1.7,38.6,54.9,0.0,8.2,20.92,1.34,1,2,invalid
0.0,0.0,280,21.31,413.6,66.5,6.28,34.9,21.6,22.1,47.7,574.4,4.4,21.9,4.4,0.0,14.05,26.46,2.74,1,2,positive
0.0,0.0,307,14.87,408.5,56.7,7.45,22.2,26.2,25.7,46.1,211.9,3.6,35.9,128.1,0.0,3.42,13.83,1.26,1,2,negative
0.0,0.0,217,26.31,616.9,73.9,6.57,9.3,23.2,24.1,71.4,355.1,2.3,25.2,75.7,0.314,19.54,34.32,4.11,1,2,positive
0.0,0.0,426,17.25,563.7,62.0,7.77,1.5,23.4,24.9,68.9,227.0,5.5,53.7,17.3,0.0,12.79,17.18,1.89,1,2,negative
0.0,0.0,455,22.75,484.1,71.8,8.1,34.5,23.5,19.7,41.1,419.8,2.6,21.0,30.8,0.0,6.68,27.59,2.17,1,2,positive
0.0,0.0,145,27.3,492.5,49.5,6.44,24.2,22.9,27.5,85.8,240.6,4.3,25.2,7.6,0.0,12.94,36.47,5.25,1,2,invalid
0.0,0.0,209,23.18,235.3,51.0,6.6,24.8,21.2,28.0,43.9,334.4,1.2,43.0,18.4,0.0,19.78,32.51,2.37,1,2,positive
0.0,0.0,283,24.82,443.6,73.6,8.65,19.4,19.1,29.5,62.5,371.7,0.5,34.4,60.9,0.0,13.99,30.14,2.36,0,2,invalid
0.0,0.0,56,20.67,480.6,62.7,7.42,75.7,21.1,27.1,86.3,323.9,4.6,38.1,45.0,0.0,12.34,26.76,4.6,1,2,positive
0.0,0.0,82,25.63,525.6,72.2,8.09,12.9,18.7,25.0,76.3,237.0,2.3,13.5,60.5,0.125,22.05,31.65,1.82,1,2,positive
0.0,0.0,326,20.46,510.4,50.8,6.86,14.1,24.7,25.0,43.9,317.4,3.5,16.6,68.1,0.0,25.04,22.03,2.15,1,2,positive
0.0,0.0,397,25.56,414.1,60.9,6.7,34.3,19.8,28.1,49.6,373.3,1.1,39.9,40.6,0.402,4.88,31.55,1.94,1,2,positive
0.0,0.0,104,21.69,296.8,86.9,7.12,6.2,27.6,29.0,65.4,361.7,3.6,41.8,53.7,0.191,5.62,25.33,1.71,1,2,positive
0.0,0.0,395,21.04,415.0,68.5,6.94,5.6,18.0,32.4,41.2,295.1,1.5,43.4,155.1,0.0,2.16,22.99,1.57,1,2,negative
0.0,0.0,275,18.87,454.0,63.8,7.87,49.6,17.9,20.3,51.9,190.2,2.9,35.7,29.3,0.0,10.57,22.36,1.9,1,2,negative
0.0,0.0,258,16.18,297.7,76.3,5.99,8.9,19.0,23.5,54.0,359.8,1.0,41.6,123.7,0.0,14.82,14.27,1.16,1,2,negative
0.0,0.0,231,23.58,261.2,60.4,5.41,7.7,26.8,29.3,38.4,369.3,8.0,7.9,22.2,0.0,6.58,28.46,3.29,1,2,positive
0.0,0.0,16,25.69,249.1,67.1,8.15,45.9,19.9,27.6,50.4,372.6,0.7,25.1,96.8,0.0,11.12,35.21,6.12,1,2,positive
0.0,0.0,186,13.42,469.4,87.4,6.71,5.7,26.8,28.0,83.1,575.0,2.1,35.4,13.4,0.0,3.74,12.96,1.14,1,2,negative
0.0,0.0,34,21.39,432.7,72.6,6.81,83.9,26.9,27.2,46.1,390.5,4.3,25.1,17.9,0.0,3.98,29.21,1.69,0,2,invalid
0.0,0.0,390,15.79,398.4,70.0,7.1,14.2,14.3,25.5,66.4,254.8,0.2,20.8,67.2,0.0,3.09,13.08,0.71,1,2,negative
0.0,0.0,361,15.69,394.2,73.6,5.93,25.5,18.7,19.0,56.2,384.1,0.1,30.0,76.4,0.0,2.31,17.58,3.37,1,2,negative
0.0,0.0,489,18.38,293.1,76.9,6.37,14.8,19.8,20.3,68.0,369.0,5.0,36.6,27.5,0.0,6.31,15.33,2.67,1,2,negative
0.0,0.0,23,22.98,316.1,68.2,6.14,50.4,20.6,26.0,77.6,448.1,2.0,27.4,53.8,0.0,10.32,30.28,5.45,1,2,positive
0.0,0.0,258,25.77,588.6,82.6,7.05,24.3,18.0,24.7,55.3,427.7,5.5,29.6,64.6,0.0,10.82,34.97,2.29,1,2,positive
0.0,0.0,352,16.02,369.8,81.4,5.76,30.9,22.5,24.9,70.5,323.7,8.3,34.4,59.1,0.0,28.96,18.48,3.66,1,2,negative
0.0,0.0,176,29.82,594.9,83.7,6.77,11.4,23.5,25.7,62.3,122.1,0.8,45.8,94.8,0.0,4.23,36.09,3.68,1,2,positive
0.0,0.0,423,27.43,415.6,84.1,7.91,15.3,26.1,29.8,78.6,434.3,1.5,26.8,136.3,0.0,33.89,35.29,3.54,1,2,positive
0.0,0.0,427,13.75,647.1,65.2,7.17,11.2,23.5,28.1,6.4,425.6,4.0,30.7,23.8,0.0,6.03,17.37,2.66,1,2,negative
0.0,0.0,404,28.74,549.1,66.6,5.69,14.1,18.8,26.6,25.7,585.8,2.1,42.1,87.5,0.0,2.08,35.47,2.88,0,0,invalid
0.0,0.0,254,17.98,392.5,70.0,6.23,19.4,23.6,24.3,73.3,177.6,3.4,32.6,28.0,0.0,13.58,20.02,2.33,1,2,negative
0.0,0.0,113,25.27,228.3,70.6,7.33,11.8,21.0,27.6,91.3,458.0,1.9,34.3,35.6,0.0,18.41,31.04,5.01,1,2,positive
0.0,0.0,535,18.12,419.6,79.2,7.01,35.0,24.2,30.5,60.4,101.6,0.7,41.4,144.5,0.0,21.29,20.83,2.14,1,2,negative
0.0,0.0,460,27.61,625.8,83.9,6.64,35.6,21.2,23.1,52.3,426.8,0.1,30.7,37.3,0.0,2.93,31.9,2.98,1,2,positive
0.0,0.0,172,16.32,728.9,77.0,7.11,12.3,19.3,25.0,40.6,195.2,1.4,33.8,114.1,0.0,0.86,17.76,2.56,1,1,negative
0.0,0.0,216,24.1,476.6,84.4,6.76,18.1,23.5,30.0,75.6,633.7,0.9,24.0,26.6,0.18,3.73,27.51,1.74,1,2,positive
0.0,0.0,287,21.23,318.4,67.9,7.47,17.6,22.6,22.0,63.5,243.3,2.3,34.7,11.1,0.0,4.57,23.96,4.76,1,2,positive
0.0,0.0,253,13.43,358.1,53.7,6.53,48.6,16.3,28.5,59.9,498.3,2.7,29.7,47.1,0.0,16.52,11.5,0.94,1,2,negative
0.0,0.0,512,29.49,495.6,81.6,7.64,69.0,21.3,14.1,59.7,402.1,0.9,24.2,62.1,0.0,4.29,35.93,6.46,1,2,positive
0.0,0.0,58,17.32,412.8,64.3,7.71,6.4,24.2,23.3,70.5,267.6,3.0,34.3,75.1,0.0,15.75,22.1,2.58,1,2,negative
0.0,0.0,199,30.69,468.8,77.9,7.74,20.9,20.0,25.0,82.3,367.1,3.5,28.1,223.9,0.0,2.92,41.52,3.55,1,2,positive
0.0,0.0,381,22.47,594.6,80.9,6.6,23.9,23.3,25.2,31.3,402.2,2.3,35.8,105.5,0.0,5.05,29.55,2.5,1,2,positive
0.0,0.0,335,23.06,373.4,86.8,6.44,0.4,17.2,21.0,72.1,294.1,1.3,29.4,5.5,0.252,17.94,28.54,4.54,1,2,positive
0.0,0.0,317,28.65,414.7,91.7,6.04,34.6,26.2,23.3,56.1,402.7,5.5,26.3,27.1,0.0,5.24,32.25,3.02,1,2,positive
0.0,0.0,288,26.54,304.8,85.3,6.71,22.8,23.2,29.3,61.9,395.2,1.0,42.5,16.7,0.0,6.87,31.89,2.48,1,2,positive
0.0,0.0,449,17.77,450.0,72.6,7.34,17.2,16.8,25.9,38.1,219.0,1.1,29.4,132.7,0.432,4.47,18.78,2.76,1,2,negative
0.0,0.0,477,23.94,403.3,67.8,7.44,11.5,21.5,16.2,58.2,498.5,0.4,21.8,21.1,0.0,9.6,28.16,4.94,1,2,positive
0.0,0.0,61,13.0,600.0,63.6,5.29,29.9,17.4,22.6,46.2,411.7,2.4,29.0,42.4,0.0,3.72,13.37,0.78,1,2,negative
0.0,0.0,139,9.8,516.6,61.0,6.74,5.5,24.9,26.8,54.7,154.8,1.8,47.2,50.2,0.589,18.27,9.01,0.56,1,2,negative
0.0,0.0,264,22.19,563.9,59.8,8.27,45.6,25.8,19.7,60.7,166.9,0.2,39.5,55.6,0.0,9.04,29.64,4.6,1,2,positive
0.0,0.0,84,24.82,414.5,62.3,6.6,8.2,19.7,21.3,82.1,500.5,1.6,35.0,40.9,0.043,14.6,29.8,3.59,1,2,positive
0.0,0.0,501,31.9,431.1,80.2,7.85,18.3,22.9,32.5,21.5,395.8,2.2,40.1,57.1,0.0,3.46,35.79,6.47,1,2,positive
0.0,0.0,64,13.73,541.7,60.6,7.64,18.5,20.9,28.7,44.6,276.8,0.4,34.2,54.7,0.0,25.57,13.73,1.11,1,2,negative
0.0,0.0,532,21.79,470.8,67.9,6.32,4.5,26.2,22.9,70.6,468.2,3.9,26.3,30.5,0.0,8.52,25.04,2.67,1,2,positive
0.0,0.0,41,19.7,518.7,71.6,7.98,26.8,20.4,29.1,60.0,387.8,1.4,28.8,58.5,0.0,4.77,17.45,2.23,1,2,negative
0.0,0.0,258,22.28,389.3,65.4,7.36,8.1,24.2,26.3,54.7,335.3,4.9,32.3,76.1,0.0,7.5,26.21,3.59,1,2,positive
0.0,0.0,303,19.55,513.2,70.6,7.39,8.0,25.4,24.2,52.5,258.9,0.9,14.3,29.3,0.0,10.05,22.21,4.37,1,2,negative
0.0,0.0,445,24.37,264.6,64.6,5.93,15.7,18.3,22.1,71.0,389.4,2.6,27.9,19.0,0.0,25.83,31.12,4.79,1,2,positive
0.0,0.0,356,28.31,430.4,64.3,6.75,0.8,21.7,27.1,59.7,215.7,1.1,6.7,60.9,0.0,1.92,36.13,2.47,1,2,positive
0.0,0.0,159,16.34,568.8,71.3,7.76,7.4,24.5,23.5,78.9,350.0,0.8,44.7,39.8,0.0,6.77,14.74,2.85,1,2,negative
0.0,0.0,185,31.78,412.5,54.7,7.08,9.1,20.7,33.9,60.8,430.8,4.4,38.1,71.1,0.0,7.91,40.04,2.22,1,2,positive
0.0,0.0,266,16.99,488.3,69.5,7.74,18.3,24.7,24.7,56.4,278.6,3.6,21.0,22.9,0.0,18.78,17.99,3.37,1,2,negative
0.0,0.0,292,13.15,484.2,55.1,4.99,26.2,23.3,23.1,66.0,325.5,4.2,29.2,32.7,0.0,5.28,11.22,1.41,1,2,negative
0.0,0.0,415,16.99,477.9,65.5,7.28,13.8,18.8,32.8,83.9,463.3,5.3,30.8,51.3,0.24,24.91,15.56,2.66,1,2,negative
0.0,0.0,331,21.04,447.6,65.2,6.47,21.4,25.0,29.8,77.5,314.4,3.6,40.1,12.2,0.0,9.27,23.15,1.21,1,2,positive
0.0,0.0,58,23.61,337.6,73.8,6.62,48.0,22.3,31.6,87.6,295.4,3.3,17.7,32.8,0.0,22.86,28.53,3.34,1,2,positive
0.0,0.0,375,26.76,316.6,62.4,5.94,8.6,17.9,20.2,54.7,549.2,0.1,40.4,60.5,0.0,7.59,33.92,5.35,1,2,positive
0.0,0.0,178,20.89,285.5,68.2,7.5,12.6,22.1,23.4,36.0,513.8,2.4,29.9,39.2,0.0,10.38,25.1,2.15,1,2,negative
0.0,0.0,395,11.48,519.4,71.7,6.34,14.0,26.0,22.6,41.5,378.2,3.3,33.7,31.6,0.251,4.2,9.95,0.95,1,2,negative
0.0,0.0,333,25.73,277.0,63.6,8.43,27.5,19.3,27.8,73.9,466.6,4.4,6.0,97.9,0.131,1.33,30.62,5.39,1,1,positive
0.0,0.0,338,18.14,407.9,60.2,7.4,34.0,22.5,22.3,88.6,235.9,0.9,14.9,65.2,0.28,5.12,20.44,1.96,1,2,negative
0.0,0.0,509,14.27,405.9,83.2,7.16,5.0,23.3,24.2,88.6,212.3,2.2,43.7,176.4,0.0,5.35,14.03,1.37,1,2,negative
0.0,0.0,460,28.35,273.5,88.6,6.73,1.8,17.7,29.1,69.3,469.4,2.4,21.7,211.5,0.0,5.14,35.29,6.01,1,2,positive
0.0,0.0,434,29.44,551.6,60.4,6.54,18.3,23.9,23.7,61.3,306.8,1.5,25.7,102.6,0.313,11.4,32.67,2.15,1,2,positive
0.0,0.0,99,18.34,372.7,73.4,6.88,44.7,15.4,21.9,66.9,465.1,3.0,59.7,82.8,0.0,11.85,17.95,1.7,1,2,negative
0.0,0.0,217,31.4,510.7,59.9,7.01,5.1,15.2,20.5,71.8,446.9,4.1,32.9,75.0,0.0,1.2,37.73,4.09,1,2,positive
0.0,0.0,490,9.48,483.4,76.1,7.56,3.8,25.8,28.9,47.0,259.0,2.0,30.3,59.5,0.0,20.05,7.83,1.25,1,2,negative
0.0,0.0,316,19.04,360.3,77.9,7.25,7.8,24.4,26.6,76.9,512.3,1.8,30.2,45.7,0.037,5.46,21.4,2.99,1,2,negative
0.0,0.0,94,21.47,483.5,60.1,5.37,45.4,28.6,21.8,34.1,294.5,0.3,30.4,12.9,0.0,14.52,22.47,3.15,1,2,positive
0.0,0.0,305,23.06,434.9,70.0,7.63,16.3,19.9,26.2,49.6,372.0,0.2,27.5,149.9,0.267,39.85,27.96,5.22,1,2,positive
0.0,0.0,220,27.71,191.7,74.4,7.91,18.4,21.6,30.6,55.8,441.0,2.8,40.0,79.2,0.0,16.1,30.73,5.96,1,2,positive
0.0,0.0,125,16.57,410.7,62.8,7.59,33.0,21.0,22.8,60.8,55.8,3.2,52.0,66.7,0.112,13.25,14.87,1.16,1,2,negative
0.0,0.0,492,9.82,164.1,71.7,6.88,57.4,26.6,26.3,92.6,466.1,1.8,15.8,70.2,0.0,2.28,8.79,1.58,1,2,invalid
0.0,0.0,181,28.06,423.7,78.0,6.22,14.8,26.8,26.1,65.3,235.2,1.0,34.1,124.3,0.0,5.1,35.14,4.11,1,2,positive
0.0,0.0,132,35.09,400.7,50.3,7.33,5.0,23.1,24.6,52.4,376.7,3.7,30.8,34.5,0.0,3.58,35.77,3.18,1,2,positive
0.0,0.0,271,30.86,460.4,72.6,6.59,23.7,19.6,20.8,61.9,488.6,3.7,18.0,50.1,0.0,0.82,36.56,2.47,1,2,positive
0.0,0.0,536,29.69,441.2,64.9,6.51,31.1,16.4,24.7,73.5,475.5,3.7,35.2,94.8,0.0,14.56,38.92,3.87,1,2,positive
0.0,0.0,350,22.91,511.3,66.3,9.91,10.6,26.2,25.8,53.8,402.4,0.7,46.3,142.2,0.0,15.15,30.99,4.65,1,2,positive
0.0,0.0,224,17.08,257.4,71.4,7.44,9.7,18.5,21.7,64.0,373.8,3.9,23.1,15.9,0.111,10.31,20.24,2.4,1,2,negative
0.0,0.0,249,23.6,350.1,64.0,6.99,13.6,24.5,26.3,58.8,486.1,3.2,16.7,12.3,0.0,8.36,30.76,5.79,1,2,positive
0.0,0.0,24,29.1,521.9,84.6,6.1,21.2,17.6,27.3,45.5,324.8,1.6,38.0,104.1,0.286,17.02,33.88,6.06,1,2,positive
0.0,0.0,168,18.63,508.1,70.9,6.08,8.3,21.0,19.9,59.4,465.9,1.2,48.5,50.9,0.442,8.52,21.42,3.75,1,2,negative
0.0,0.0,305,28.37,336.7,62.1,8.33,6.0,19.2,23.5,66.9,264.3,0.4,13.8,59.9,0.149,8.59,35.65,3.35,1,2,positive
0.0,0.0,102,15.73,563.3,69.7,7.42,56.0,20.7,23.1,50.7,230.0,3.7,17.1,67.5,0.0,6.2,17.17,2.27,1,2,negative
0.0,0.0,474,18.93,422.8,57.3,8.17,10.5,23.2,21.1,54.8,310.3,2.3,38.6,40.9,0.0,7.66,18.6,3.36,1,2,negative
0.0,0.0,15,19.8,212.3,62.4,6.72,13.0,22.0,26.0,52.2,318.0,0.5,33.3,52.2,0.0,1.1,25.13,1.44,1,2,negative
0.0,0.0,73,24.22,346.4,79.9,6.98,29.2,28.0,24.3,70.5,119.4,1.8,46.0,55.1,0.0,20.67,29.04,2.47,1,2,positive
0.0,0.0,395,21.96,623.4,70.0,7.34,23.7,18.3,30.0,23.0,399.7,3.2,16.6,66.0,0.0,5.08,27.2,2.16,0,2,invalid
0.0,0.0,296,24.88,331.2,77.7,7.33,7.9,22.3,26.0,62.9,259.7,3.3,40.9,71.1,0.0,7.58,31.52,5.68,1,2,positive
0.0,0.0,461,18.73,527.1,69.5,6.93,9.0,16.5,21.0,63.6,476.6,1.6,39.0,127.9,0.0,17.54,21.98,3.55,1,2,negative
0.0,0.0,441,19.7,412.8,67.0,6.11,17.7,28.3,28.4,63.0,560.4,2.5,53.9,3.4,0.148,8.12,20.43,3.13,1,2,negative
0.0,0.0,426,17.95,468.1,82.4,6.68,5.8,25.7,24.6,50.8,397.4,1.3,30.1,74.7,0.0,4.89,23.14,2.75,1,2,negative
0.0,0.0,76,29.59,404.6,71.5,6.16,9.3,18.3,26.0,94.7,435.8,3.9,22.2,23.4,0.485,7.86,37.69,7.16,1,2,positive
0.0,0.0,499,16.27,509.1,81.2,7.56,24.6,24.4,23.0,47.8,499.9,1.3,35.3,78.2,0.0,3.14,16.37,2.48,1,2,negative
0.0,0.0,453,20.18,381.7,62.8,7.29,3.2,21.4,25.9,57.0,326.8,1.3,17.2,9.1,0.199,0.91,24.46,3.63,1,2,negative
0.0,0.0,147,28.72,500.4,59.5,6.25,12.5,25.5,32.2,76.6,354.1,2.4,20.1,57.7,0.0,29.04,33.21,2.69,1,2,positive
0.0,0.0,269,28.28,549.1,80.8,6.3,6.9,23.3,23.1,34.8,391.2,3.4,26.6,8.7,0.153,3.13,33.65,4.4,1,2,positive
0.0,0.0,479,11.92,312.9,72.3,6.36,11.9,19.3,19.7,74.4,493.1,3.1,38.8,132.6,0.0,7.96,9.83,1.19,0,2,invalid
0.0,0.0,277,19.6,541.9,45.0,6.9,4.7,23.3,31.2,99.1,232.5,0.3,26.8,35.6,0.0,11.76,21.11,1.51,1,2,invalid
0.0,0.0,478,17.72,468.2,77.9,7.6,5.2,14.5,21.6,76.1,134.4,2.0,25.3,7.1,0.0,13.65,19.87,1.33,1,2,negative
0.0,0.0,477,27.16,394.6,70.9,6.76,28.9,18.5,26.1,41.3,171.5,3.9,29.0,157.7,0.0,14.97,36.14,5.18,1,2,positive
0.0,0.0,48,11.07,516.1,57.4,7.52,29.8,24.8,20.3,35.8,111.5,3.1,38.1,54.9,0.0,15.74,10.92,1.35,1,2,negative
0.0,0.0,53,15.35,506.6,75.4,6.79,31.8,18.8,23.9,41.3,394.3,3.5,49.1,84.4,0.287,7.88,17.05,1.15,1,2,negative
0.0,0.0,418,22.27,469.3,66.0,8.44,9.5,25.0,18.0,53.5,539.2,1.9,40.9,43.3,0.214,2.91,25.22,4.59,1,2,positive
0.0,0.0,161,20.13,397.2,72.6,6.76,6.5,22.2,24.1,79.3,215.9,4.1,41.3,88.3,0.0,10.52,23.59,1.9,1,2,negative
0.0,0.0,254,10.36,502.0,63.6,8.49,9.3,19.8,28.6,59.9,170.0,1.0,20.0,89.3,0.0,3.51,7.1,1.33,0,2,invalid
0.0,0.0,117,23.69,437.5,69.5,6.41,17.5,25.0,34.2,56.2,123.1,4.8,32.0,45.7,0.0,11.93,30.05,5.91,1,2,positive
0.0,0.0,212,33.25,250.9,71.2,6.57,8.4,26.5,27.3,74.6,502.5,5.5,31.9,23.8,0.179,5.28,39.39,4.5,1,2,positive
0.0,0.0,491,11.08,380.0,65.3,7.46,26.5,16.6,20.9,43.3,338.4,2.4,27.1,61.0,0.0,15.13,8.44,1.29,1,2,negative
0.0,0.0,438,20.36,352.4,62.5,6.93,16.2,21.6,31.0,57.8,199.5,0.5,32.7,52.5,0.0,34.3,22.31,3.91,1,2,negative
0.0,0.0,454,27.72,455.0,67.0,7.48,3.9,24.8,27.7,73.2,394.5,5.9,48.6,36.7,0.214,15.0,35.23,5.15,1,2,positive
0.0,0.0,463,16.94,474.2,72.7,7.6,14.5,27.9,24.3,80.3,243.5,0.5,19.4,75.9,0.0,4.11,18.18,1.99,1,2,negative
0.0,0.0,61,13.2,322.5,72.6,8.03,3.0,20.2,27.6,52.3,486.6,3.7,26.0,22.8,0.0,17.72,10.1,0.97,1,2,negative
0.0,0.0,358,10.83,445.2,43.9,6.89,22.3,20.1,22.7,36.2,314.3,0.7,32.8,135.7,0.0,2.92,8.21,1.52,1,2,invalid
0.0,0.0,291,27.56,338.4,70.1,7.33,5.9,18.1,25.2,67.4,318.2,3.8,32.2,122.7,0.0,11.59,28.99,1.73,1,2,positive
0.0,0.0,189,26.8,555.3,73.5,8.28,15.5,26.7,21.2,48.7,418.6,3.4,32.0,90.3,0.0,6.29,31.34,6.01,1,2,positive
0.0,0.0,81,24.32,441.0,79.9,6.31,17.1,18.2,20.2,45.7,370.4,4.1,31.5,75.6,0.0,2.98,27.91,3.25,1,2,positive
0.0,0.0,274,30.58,410.5,79.2,5.72,20.5,14.3,30.4,36.7,28.9,4.7,25.2,29.5,0.502,11.44,35.24,2.82,1,2,positive
0.0,0.0,60,20.4,375.2,71.4,7.22,26.2,23.0,27.3,91.9,373.8,4.8,47.2,105.7,0.167,9.43,25.28,1.34,1,2,negative
0.0,0.0,196,15.8,572.1,66.8,6.12,33.0,23.9,14.6,58.7,397.6,3.4,26.1,113.4,0.0,15.0,13.66,1.77,1,1,negative
0.0,0.0,493,28.07,231.0,51.9,6.48,9.9,14.5,16.6,80.8,369.1,1.7,30.0,89.8,0.0,12.21,31.09,4.51,1,2,positive
0.0,0.0,377,19.3,387.7,58.5,8.11,18.7,20.0,24.6,49.8,285.6,0.8,20.3,30.3,0.0,31.61,22.64,3.91,1,2,negative
0.0,0.0,68,35.64,302.2,75.8,7.38,40.5,19.8,23.8,61.6,318.1,4.6,26.5,13.5,0.427,18.1,40.15,6.03,1,2,positive
0.0,0.0,126,20.54,348.5,73.5,6.88,10.1,25.9,24.1,83.7,374.5,5.0,16.6,15.5,0.0,6.27,24.26,1.23,1,2,positive
0.0,0.0,253,28.19,395.0,74.5,6.76,21.6,26.2,21.1,63.0,530.1,2.8,37.6,19.7,0.0,3.11,34.77,5.99,1,2,positive
0.0,0.0,305,11.99,492.5,77.0,6.96,39.1,18.6,22.2,26.0,202.1,1.7,45.2,10.7,0.119,11.77,9.96,1.53,1,2,negative
0.0,0.0,101,22.67,439.8,64.5,8.05,22.1,18.5,28.7,84.7,537.3,5.0,30.9,174.8,0.0,22.25,29.55,3.26,1,2,positive
0.0,0.0,528,14.56,341.0,79.5,5.22,20.4,20.3,19.9,56.7,494.5,1.4,43.6,9.1,0.0,9.88,11.71,2.06,1,2,negative
0.0,0.0,151,14.62,400.2,74.2,7.08,19.6,23.7,22.6,59.0,286.2,0.8,28.3,78.1,0.0,4.09,13.29,0.96,1,2,negative
0.0,0.0,101,17.48,555.2,78.2,6.27,3.2,22.4,23.2,68.6,167.6,0.2,34.9,15.9,0.0,6.66,18.36,1.98,1,2,negative
0.0,0.0,285,11.47,601.0,90.1,8.01,33.2,29.5,26.7,67.0,372.2,2.5,15.9,53.3,0.418,30.6,4.89,0.5,1,2,negative
0.0,0.0,283,22.53,282.0,65.2,7.38,30.9,18.8,26.1,43.8,511.5,3.3,27.3,30.1,0.0,3.24,27.09,2.99,1,0,positive
0.0,0.0,424,20.23,271.1,65.0,7.01,14.1,22.3,24.9,56.8,266.1,3.9,24.2,11.5,0.0,7.78,23.56,1.88,1,2,negative
0.0,0.0,498,24.86,484.6,61.9,5.96,28.6,15.9,30.9,46.7,500.6,5.4,25.5,86.1,0.0,13.16,32.42,3.78,1,2,positive
0.0,0.0,141,12.53,216.8,64.7,6.55,19.4,21.3,19.3,57.9,279.8,1.7,35.4,32.6,0.295,5.7,6.64,0.5,1,2,negative
0.0,0.0,396,25.3,283.2,73.8,7.55,8.5,25.1,28.9,90.5,546.7,2.3,35.5,22.5,0.0,7.38,33.46,2.81,1,2,positive
0.0,0.0,372,22.74,343.9,65.5,7.66,42.4,20.9,28.8,73.9,438.8,3.8,39.9,67.8,0.0,2.96,26.32,4.91,1,2,positive
0.0,0.0,120,29.88,624.4,67.5,7.47,3.3,20.8,27.9,60.7,298.5,6.5,35.0,89.6,0.0,21.73,35.45,2.0,1,2,positive
0.0,0.0,531,21.14,362.3,77.2,6.94,24.5,25.4,30.0,59.6,180.9,1.0,33.7,16.5,0.0,5.62,24.23,4.49,0,2,invalid
0.0,0.0,42,18.56,550.0,76.7,6.4,4.8,16.5,20.0,57.9,438.0,5.0,30.8,117.9,0.0,0.54,23.83,2.54,1,2,negative
0.0,0.0,396,24.79,480.2,68.7,6.58,9.0,20.9,26.4,80.8,301.0,2.9,14.5,65.5,0.0,8.06,32.45,2.97,1,2,positive
0.0,0.0,350,27.42,596.4,72.2,7.16,8.6,20.0,28.4,67.9,377.8,2.6,32.7,72.9,0.0,4.65,33.07,4.3,1,2,positive
0.0,0.0,133,26.54,303.3,71.2,8.58,27.4,27.6,28.6,60.7,201.1,3.7,56.5,42.5,0.202,16.31,32.08,2.87,1,2,positive
0.0,0.0,137,15.31,557.9,58.2,7.17,7.1,25.8,25.5,65.5,389.8,1.9,39.8,41.0,0.0,4.5,15.68,2.65,1,2,negative
0.0,0.0,395,30.84,552.2,69.4,7.62,20.5,30.8,23.9,48.5,369.9,6.8,38.2,29.7,0.0,9.4,34.32,3.77,1,2,positive
0.0,0.0,405,15.6,464.3,87.8,5.94,22.3,29.4,28.6,76.9,231.4,1.3,38.2,47.4,0.0,12.98,17.22,1.13,1,2,negative
0.0,0.0,18,33.03,456.6,75.0,6.5,16.6,22.3,24.1,54.3,250.9,2.0,27.5,103.3,0.0,10.94,41.55,8.23,1,2,positive
0.0,0.0,54,26.16,822.7,78.2,6.89,67.1,24.6,23.4,51.4,289.0,3.9,44.9,53.8,0.0,14.6,34.34,2.94,1,2,positive
0.0,0.0,34,17.39,279.5,67.6,6.45,13.4,18.4,32.0,30.1,277.1,3.4,22.5,107.4,0.0,10.01,17.24,3.36,1,2,negative
0.0,0.0,45,21.95,570.8,69.2,7.91,10.3,20.1,32.5,32.8,152.3,1.9,25.6,106.9,0.0,1.47,25.2,1.83,1,2,positive
0.0,0.0,73,24.89,473.6,69.9,6.38,22.0,22.4,24.1,64.2,311.9,0.1,33.7,28.3,0.22,3.07,33.16,5.93,1,2,positive
0.0,0.0,269,21.51,504.1,88.8,8.12,26.7,25.4,27.5,43.0,503.5,0.1,29.2,38.0,0.0,7.92,27.9,5.05,1,2,positive
